EX_glc__D_e_i,EX_ala__L_e_i,EX_arg__L_e_i,EX_asn__L_e_i,EX_asp__L_e_i,EX_glu__L_e_i,EX_gln__L_e_i,EX_gly_e_i,EX_his__L_e_i,EX_ile__L_e_i,EX_leu__L_e_i,EX_lys__L_e_i,EX_met__L_e_i,EX_phe__L_e_i,EX_pro__L_e_i,EX_ser__L_e_i,EX_thr__L_e_i,EX_trp__L_e_i,EX_tyr__L_e_i,EX_val__L_e_i,EX_thm_e_i,EX_pydxn_e_i,EX_cys__L_e_i,EX_cl_e_i,EX_nh4_e_i,EX_so4_e_i,EX_pi_e_i,EX_k_e_i,EX_na1_e_i,EX_mg2_e_i,EX_ca2_e_i,EX_fe2_e_i,EX_zn2_e_i,EX_cu2_e_i,EX_mobd_e_i,EX_cit_e_i,EX_tsul_e_i,GR_AVG
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1743242076666667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.2,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.146574854
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2.0,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1686232890833332
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1632346551666666
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.21353402625
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.2,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.308527645
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2.0,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1525591281666667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1560813538333334
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2369138624166667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.2,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2521118955
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2.0,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1306456505
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.149620189909091
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.26060235175
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.2,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.3035700945
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2.0,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2944732030000001
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1694341229166667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.001,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1921179569166667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.1,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.15249636375
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1.0,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2017350891666667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2295189975833332
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2460666458181817
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1366829386666666
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,0.7694562153333333
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.36,3.0,1.10561,125.8,145.0,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1411343555
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.3800000000000001,3.0,1.10561,125.8,145.02,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.133392156181818
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,3.36,3.0,1.10561,125.8,147.0,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2303443409166668
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,21.360000000000003,3.0,1.10561,125.8,165.0,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.187005523
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.46,3.0,1.10561,125.8,145.2,85.66199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1822613399166666
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.47,3.0,1.10561,125.8,145.2,85.672,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.31891625025
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,2.46,3.0,1.10561,125.8,145.2,86.66199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1570117493333334
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,11.46,3.0,1.10561,125.8,145.2,95.66199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2028759788333334
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.0058099999999999,125.8,145.2,85.76199999999999,0.10020000000000001,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1719046324166666
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.01561,125.8,145.2,85.76199999999999,0.11,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1851235835833334
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,2.0056100000000003,125.8,145.2,85.76199999999999,1.1,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1727941718333332
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,11.00561,125.8,145.2,85.76199999999999,10.1,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2134712291818182
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.36,3.0,1.10561,125.8,145.2,85.76199999999999,0.1,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2865549338333333
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.3800000000000001,3.0,1.10561,125.8,145.2,85.76199999999999,0.11,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2506084785833333
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,3.3600000000000003,3.0,1.10561,125.8,145.2,85.76199999999999,1.1,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2472600275
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,21.36,3.0,1.10561,125.8,145.2,85.76199999999999,10.1,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2755918248333333
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.54,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.005,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1967143868333334
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.542,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.006,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2799647804166667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.74,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.10500000000000001,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2137963073636364
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,3.5400000000000005,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,1.005,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1150272626666666
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10061,125.8,145.2,85.76199999999999,0.2,0.01,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2073207171666667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10111,125.8,145.2,85.76199999999999,0.2,0.0105,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.3172164822499999
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.1506100000000001,125.8,145.2,85.76199999999999,0.2,0.060000000000000005,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.214230637
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.60061,125.8,145.2,85.76199999999999,0.2,0.51,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.265111218
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,84.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.0,1.2204468485
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,84.86199999999998,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.05,1.3100491689166667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,94.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,5.0,1.17735720675
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,184.762,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,50.0,0.9182006502500001
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10511,125.8,145.2,85.76199999999999,0.2,0.015,0.0,0.0001,1e-05,0.001,0.02,0.5,1.2429366505833335
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.1051600000000001,125.8,145.2,85.76199999999999,0.2,0.015,5e-05,0.0001,1e-05,0.001,0.02,0.5,1.1903598920833334
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.11011,125.8,145.2,85.76199999999999,0.2,0.015,0.005,0.0001,1e-05,0.001,0.02,0.5,1.2501070134166667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.15511,125.8,145.2,85.76199999999999,0.2,0.015,0.05,0.0001,1e-05,0.001,0.02,0.5,1.2585666609166666
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.70199999999998,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.0,0.5,1.1673276845833334
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.70799999999998,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.002,0.5,1.1589009671818182
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,86.30199999999998,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.2,0.5,1.20200692075
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,91.70199999999998,0.2,0.015,0.0005,0.0001,1e-05,0.001,2.0,0.5,1.24398265725
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.1056,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,0.0,0.001,0.02,0.5,1.1983429644166668
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.1056009999999998,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-06,0.001,0.02,0.5,1.2699979995
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.1057,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,0.0001,0.001,0.02,0.5,1.2568291235833333
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.1065999999999998,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,0.001,0.001,0.02,0.5,1.3065802615
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.75999999999999,0.2,0.015,0.0005,0.0001,1e-05,0.0,0.02,0.5,1.13136222525
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.7602,0.2,0.015,0.0005,0.0001,1e-05,0.0001,0.02,0.5,1.19165546125
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.77999999999999,0.2,0.015,0.0005,0.0001,1e-05,0.01,0.02,0.5,1.1880831195000001
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.96,0.2,0.015,0.0005,0.0001,1e-05,0.1,0.02,0.5,1.2017326713333334
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10551,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0,1e-05,0.001,0.02,0.5,1.1621594248333333
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.10552,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,1e-05,1e-05,0.001,0.02,0.5,1.1766742234166667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.1065099999999999,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.001,1e-05,0.001,0.02,0.5,1.1682798275454547
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.002,0.04,1.56,3.0,1.11551,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.01,1e-05,0.001,0.02,0.5,1.2194840231666666
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1589375200833334
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.0001,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1800909331666667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1516135192499999
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.1,0.002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1851958861818181
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.0,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2009860980833333
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.0002,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.2351428649166667
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.02,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.1524652474166668
2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.001,0.2,0.04,1.56,3.0,1.10561,125.8,145.2,85.76199999999999,0.2,0.015,0.0005,0.0001,1e-05,0.001,0.02,0.5,1.18228850825
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,95.66149999999999,13.123,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.0
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,126.35,74.5,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6280324748996139
0.22,0.002,0.02,2.0,2.0,0.0,0.02,0.2,2.0,0.02,0.2,0.002,0.02,2.0,0.0,0.2,0.02,0.2,0.01,0.0,0.1,0.002,0.04,2.25,200.0,110.500001,157.1,136.0,169.37019999999998,10.0,0.6,0.0,0.0,1e-06,0.0001,0.02,0.05,0.6226458624166668
