,EX_rib__D_e_i,EX_malt_e_i,EX_melib_e_i,EX_tre_e_i,EX_fru_e_i,EX_gal_e_i,EX_ac_e_i,EX_lac__D_e_i,EX_succ_e_i,EX_pyr_e_i,GR_1,GR_2,GR_3,GR_4,GR_5,GR_6,GR_7,GR_8,GR_AVG,GR_STD
41,1,0,0,0,0,1,1,0,1,0,0.2691052479830679,0.1996908411230387,0.2991576658653269,,0.2563792472791995,,,,0.2560832505626583,0.0416540079181896
42,0,0,0,1,1,1,0,0,1,0,0.4030923018880613,0.3442091683080746,,0.4094559387175165,0.3749161458586597,0.4428107330227538,,,0.3948968575590131,0.03722681256681
43,0,0,0,1,0,1,1,0,1,0,0.4380323213297155,,0.366981286055032,0.4056584639885663,0.4533395929995315,0.4386807157699596,,,0.420538476028561,0.0346441774219328
44,0,1,1,0,0,1,0,1,0,0,0.3033947639720959,0.3070090545727112,0.282102304989817,,0.3078681230338597,0.3241607719036405,0.3053932763875617,,0.304988049143281,0.0134642685565954
45,0,0,0,0,1,0,1,0,1,1,0.2376821283461586,0.2348441569863533,0.2259497925578487,0.2314143890080154,0.2276351324348144,,,,0.2315051198666381,0.0048772763649875
46,0,0,0,1,0,1,1,0,0,1,0.2691836894056273,0.2869800540163463,0.2956375389234243,0.2846800402574559,0.2313488802544132,0.2563672103629752,0.271514276618953,,0.2708159556913136,0.0217530463005284
47,0,1,1,1,0,0,0,1,0,0,,0.3675600050768597,0.3441657230338238,0.3352771058353584,0.3187260244435327,0.3229260073450834,0.3219377883739803,,0.3350987756847731,0.0185764776465985
48,0,1,0,1,0,0,0,1,0,1,0.2818827512641535,0.2975453445828862,0.302039430471856,0.2764919104678435,0.2597370180323864,0.2708494714433166,0.2672523739363951,0.2721185573881513,0.2784896071983736,0.0146877815314563
49,0,0,1,0,0,0,1,1,0,1,0.0894300616169108,,,,,,,0.0636287289404436,0.0765293952786772,0.01824429729918
50,0,0,0,0,0,0,1,1,0,0,0.0800879361906809,0.0696279915725975,0.0677883640070951,0.0710374283359533,0.0654012474839356,0.0742947863337813,,0.0643272153081705,0.0703664241760306,0.0054575142686315
51,0,0,0,1,0,0,1,0,0,0,,0.2055758847056131,0.1925658037724101,0.2172397478336464,,0.2227618705532444,,,0.2095358267162285,0.0133908109737389
52,1,0,0,0,0,0,1,0,0,0,,0.0981216243402322,0.1255272381307888,0.1124490924464921,0.0940368436949826,,0.1375859979140893,,0.113544159305317,0.018311153024342
53,0,0,0,1,0,0,0,0,1,0,,0.2608264542806001,0.1891196680388789,0.2080111930605842,,,,,0.2193191051266877,0.0371667520070024
54,0,1,0,0,0,1,0,0,0,0,0.3678317785818106,,0.323784467869693,0.294795345309855,0.3534078238711465,0.3393331399626982,0.3102352793296735,,0.3315646391541462,0.027277218887578
55,0,0,0,0,0,0,0,1,1,0,,0.1498416344895746,0.1624051236834536,0.1220303481186242,0.1468892720168944,0.1246067380802101,0.1292425220768935,0.1224121292393151,0.1367753953864236,0.0161164528337373
56,1,0,0,0,0,0,0,0,0,1,,,0.1441004032926754,0.1423204025175487,0.1272854474960111,0.1251482522771697,0.1422728428177682,,0.1362254696802346,0.0091973127815337
57,0,0,0,0,1,0,0,1,0,0,,,0.1124335862890719,0.10247511893197,0.1075954142254775,,0.1208911577462392,0.0935178244888103,0.1073826203363138,0.0102999302810398
58,0,0,1,0,0,0,0,0,1,0,,0.220849677580664,0.2238433070201927,0.2502353982580303,0.2252660510724264,,0.2276171481421287,0.2182804580877012,0.2276820066935239,0.0115265083328201
59,0,0,0,0,0,1,0,0,0,1,,0.1896748672828175,0.2048365886921746,0.2092667357831538,0.1898866268216983,0.2047615704358029,0.2139732043755435,,0.2020665988985318,0.0101039761719277
60,0,0,0,0,0,1,0,0,1,1,,0.2658581877590812,0.271358957889373,0.2118530033015145,0.2097726499376883,0.2024402710759946,0.2039859886978478,,0.2275448431102499,0.0320466312646182
61,0,0,1,0,0,1,0,1,0,0,0.2286812440952935,0.2399181676435435,0.2039178685222371,0.2066382148483085,0.1999551510842868,,0.2119364089736361,0.2007089514852509,0.2131080009503652,0.0153608491595671
62,0,1,0,0,0,0,1,0,0,1,0.2596835139730556,0.2538684754945677,,0.2661797057425248,0.253968253436606,0.2889223431076682,0.2667629437360616,0.247717734489289,0.2624432814256818,0.0135620334134796
63,1,0,1,0,0,0,0,0,0,1,0.2061880906207151,0.2060794275106191,0.1495356572926089,0.1891888779321616,0.1598697927970533,0.1964577744037161,0.1835510537855852,0.1988009203500892,0.1862089493365686,0.0210856215001362
64,0,1,0,0,1,0,0,1,0,0,0.1593545581847308,0.18358688015434,0.1620551929221261,0.1497797760866941,0.160444512243632,0.1665792729444879,0.178845446523873,0.1895049954448182,0.1687688293130878,0.0137294022326253
65,0,1,0,1,1,0,0,0,0,0,0.3565710530221561,0.3699219209854606,0.3522946585452585,0.2990438307576496,0.3100383180517247,0.484692214891346,,,0.3620936660422659,0.0661864737566306
66,1,0,1,0,0,0,0,0,1,0,,,,,,0.2874331377492316,0.2267966178536308,0.2505218764530096,0.2549172106852906,0.0305562777268844
67,0,0,0,1,0,1,0,0,0,1,0.2483955884275544,0.2382535033818733,,0.2646824392500172,0.2701905215153523,0.2259761413646357,0.2100207718029041,,0.2429198276237228,0.0229717083665384
68,1,0,0,0,0,1,0,1,0,0,0.2061990165773603,0.1584651702524684,0.1714485072310606,0.2010522574712614,0.2277949654288548,,,0.1967079686798528,0.1936113142734764,0.0249734683828009
69,1,1,0,0,1,0,0,0,0,0,0.3399168548003194,0.3389514469813815,0.3160899343216906,0.3056546247325202,0.3448545776630916,0.3561420278708391,0.3464647796005592,0.340759239775486,0.3361041857182359,0.0167224625519458
70,0,1,1,0,0,1,0,0,0,0,0.3833111344731523,0.3276937365858991,,0.3826944218455247,0.3807892017149509,0.3724134065315089,0.3646648289503333,0.3702755745919387,0.3688346149561868,0.0194483037440823
71,1,0,0,0,0,0,0,1,0,1,,0.1688759581039985,0.2054091031927918,,0.1552994880894571,,,,0.1765281831287491,0.0259164193576804
72,0,0,1,0,0,0,1,1,0,0,,0.1194027957261118,0.1975161078231758,,,,,,0.1584594517746438,0.0552344526847751
73,0,0,0,0,0,0,0,1,1,1,,0.1981947189104568,,0.1412097164249459,0.1805319448755865,0.1317216629052361,0.1287457974433156,0.1426211742505491,0.1538375024683484,0.0285801571920706
74,0,0,0,0,0,1,0,1,1,0,0.1841386915304675,0.1768271286956852,0.1651670499423919,,0.2119120984958894,0.1574755788454159,0.2183303635138836,0.207071563337426,0.1887032106230228,0.0239611110227519
75,0,1,0,0,0,0,0,1,1,0,,0.143943581536574,0.1709723826023185,0.1536231264611573,0.1959441178761112,0.1628636125673281,,,0.1654693642086978,0.0198083090681998
76,0,0,0,0,1,1,1,0,0,0,,0.1756040225795173,0.1730267244545981,0.1347111958367762,0.2057824657023578,0.1527662583465741,0.1817398400396607,,0.1706050844932474,0.0244903230402402
77,1,0,0,1,0,0,0,0,0,1,0.2094307756476565,0.1810876543679094,,0.2183620129459723,0.2083057114060157,0.2093614039565723,0.24605605451541,0.2357293228220994,0.215476133665948,0.0210616961416473
78,0,0,0,0,1,0,0,1,0,1,0.1579060935015852,0.1709116853806548,0.1488230305564895,0.1484706469280146,0.1288271586315129,0.1745327424251146,,,0.1549118929038953,0.016786384893247
79,1,0,0,1,0,0,1,0,0,0,,,0.295674224383031,0.302384719200861,,0.3088884783234862,0.3019311492943804,,0.3022196428004396,0.0053983438266877
80,0,1,0,0,0,1,0,0,1,1,0.2923442928038293,,,,0.2713318981055782,0.2400664478769975,0.2785239725557415,,0.2705666528355366,0.0221241394752003
81,0,0,1,1,0,0,0,0,1,1,,0.2648986275334251,0.2244250460259756,,,0.2392815090153902,0.2334437217265509,,0.2405122260753355,0.0173682886916171
82,0,0,0,1,1,1,1,0,0,0,,,,0.3228693144057497,0.3290380140400668,,,0.3566465461290555,0.3361846248582907,0.0179869641786166
83,1,0,1,1,1,0,0,0,0,0,0.2965336063641634,0.2867120451990178,0.3540124895706741,0.2882203949577606,0.2848522102537427,,0.2903635953263925,0.3178874023168894,0.3026545348555201,0.0252904555645908
84,1,0,0,0,1,0,1,1,0,0,0.1955763385026542,0.21592058947467,0.2235046449865291,0.1564007861879162,0.2014379681648417,0.20168503920598,0.1905988051230055,0.153788864630295,0.1923641295344864,0.0253227740410852
85,0,1,0,0,0,0,1,1,0,1,0.2142617685865084,0.1465922518708229,,0.13768660735762,0.1455169715974061,0.1536186127370853,0.2066639506880072,,0.167390027139575,0.033829940092837
86,0,0,1,1,1,1,0,0,0,0,0.3418242808682579,,,,0.3130632791007783,,0.3319067535302138,0.3153466054794721,0.3255352297446805,0.0137269457532458
87,1,0,1,0,0,1,0,1,0,0,0.2610798819702072,0.2095681886551391,0.2643273570293065,,0.2703472241577784,0.2423974696595104,0.2499829847285046,0.265481850713533,0.2518835652734256,0.0210136050179842
88,1,0,0,1,1,1,0,0,0,0,,,,0.347441602389946,0.3235105005732464,,0.3252018878164672,0.3457212637602273,0.3354688136349717,0.0128694913288106
89,0,0,1,0,0,1,1,0,1,0,0.2864654722782819,0.2857246010312718,,0.3035367072117216,,,,,0.2919089268404251,0.0100767643528809
90,0,0,1,1,0,1,0,0,0,0,0.3370506313944273,,,,0.2888306778826054,0.2830954434270735,0.3104107591354865,,0.3048468779598982,0.0244791208867178
91,0,0,1,0,0,0,1,0,1,0,,0.211627666250518,0.2624072267108555,,,,,,0.2370174464806868,0.0359065715471769
92,0,0,1,1,1,0,0,0,0,0,0.2633160126978486,0.2921088870039014,,,0.3161953542600488,0.2665026538605763,0.333631894322304,0.3145614395622504,0.2977193736178216,0.028650579695202
93,0,0,0,0,1,1,0,0,0,1,0.2255142217819987,0.239979204232155,0.2321347048920046,0.2058131326556347,0.2505900439883605,0.2628552389670422,0.3167964298666507,0.2350045749469869,0.2460859439163542,0.0331690263301209
94,0,1,0,1,0,0,0,0,0,1,,0.2341827704923746,,,0.217841199418137,,0.2409084870199366,,0.2309774856434827,0.0118629813937279
95,1,0,0,0,0,0,1,0,1,0,0.2136773765714933,,,,,,0.1761723866648298,0.2213925771551195,0.2037474467971475,0.0241902673814718
96,0,0,1,0,0,1,0,0,1,0,,,,,,0.3306164664925204,0.3497569451260724,,0.3401867058092964,0.0135343622369408
97,0,0,1,1,0,0,0,1,0,0,0.2179932583951764,0.1867849494147307,0.1855833909550071,0.1772293648051425,0.2096570434683587,0.2374382337425711,0.23006453307903,0.1879444749978285,0.2040869061072306,0.0227884827038225
98,0,0,1,0,1,0,0,0,0,1,,0.1666270938740153,0.2295276080068274,0.1309007395932207,,,,0.1388400301638032,0.1664738679094667,0.0447395204311187
99,1,0,0,0,0,0,1,0,0,1,0.1502875647613283,0.1377283562244862,0.1032437615429287,0.1010359211787227,0.1107572136611635,0.1545134954457775,0.1362124864232708,0.1621196329162278,0.1319873040192382,0.0240118839785048
100,1,0,0,0,1,1,0,1,0,0,0.2024500643985133,0.2471477335384755,0.2984529132766463,0.2907045903199566,0.2997376467684722,0.3002150173255365,,,0.2731179942712667,0.0401557263515282
101,1,1,0,1,0,1,0,0,0,0,0.3692871299059775,0.3709880825759221,,,,,0.3950892178342401,,0.3784548101053799,0.014430902617779
102,1,1,1,0,0,0,0,0,0,1,,,0.2310905707954614,0.2186767829869921,,,0.2487605271376005,0.2298973575060545,0.2321063096065271,0.0124314968462048
103,1,1,0,0,1,0,0,0,1,0,0.3578421128624429,,0.372466990075111,0.3730170704847708,,0.372673238875656,0.3614270561092905,,0.3674852936814543,0.0072805529956049
104,1,0,0,1,0,0,1,1,0,0,0.2602206583564352,0.2416471871886056,0.2811066833571708,0.2865365104846993,,0.2866889976154788,,,0.271240007400478,0.019793727927994
105,0,0,1,0,0,1,1,1,0,0,0.2548741384542995,0.2454614380042045,,0.2678638984776642,0.2681200664868655,0.2518297514322027,0.2816737705286307,0.2569351216839265,0.2609654550096848,0.0122800289532706
106,1,0,1,0,1,0,0,1,0,0,0.2009148480581889,,,0.2790721509627869,0.2607330559463593,,,,0.2469066849891117,0.0408719634922991
107,0,1,1,1,0,0,0,0,1,0,0.3821750882773004,,,,0.4000524444328942,,0.4364969266162303,0.3529918838903885,0.3929290858042034,0.034926243956317
108,0,1,1,1,1,0,0,0,0,0,0.3415745664284456,,0.340986382910177,0.4167538637796176,0.3429871683965002,0.3835515980383006,0.356544340335103,0.3587872077457416,0.3630264468048408,0.0280339861814017
109,0,0,0,0,1,0,0,1,1,1,0.1929270144633341,,0.1639204431593729,,0.2068217982610321,0.2187765120998707,0.2046660693729718,0.1821863965600862,0.1948830389861113,0.0196613977894283
